Season,Date,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,HAttack,HMidfield,HDefense,HOverall,AAttack,AMidfield,ADefense,AOverall,Wk,AwayTeam,HomeTeam,AwayGame,HomeGame,HForm,AForm,HTGC,ATGC,HTGS,ATGS,HSt,ASt,HGKPP,AGKPP,HHTGKPP,AHTGKPP,HSTKPP,ASTKPP,HSKPP,ASKPP,HYKKP,AYKKP,HRKKP,ARKKP,HCKPP,ACKPP,HFKKP,AFKKP,HTGD,ATGD,FormDif,StDif,GKPP,HTGKPP,STKPP,SKPP,YKKP,RKKP,CKPP,FKKP,AttackDiff,MidfieldDiff,DefenseDiff,OverallDiff,GoalDiff
PL_04_05,2004-08-30,4,3,H,3,2,H,B Knight,21,18,13,10,12,12,6,8,0,2,0,0,2.3,3.25,3.0,78,73,75,75,78,76,77,78,4,Fulham,Portsmouth,4,3,0.6699999999999999,0.86702221,3,3,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,-0.1970222100000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-3,-2,-3,-1
PL_04_05,2004-09-11,0,0,D,0,0,D,R Styles,11,18,5,10,9,12,2,9,0,1,0,0,4.333,3.1,1.909,79,74,77,77,87,88,86,87,5,Chelsea,Aston Villa,5,5,1.039237,1.9692222100000003,6,1,7,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,-0.9299852100000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8,-14,-9,-10,-4
PL_04_05,2004-09-11,0,1,A,0,0,D,S Bennett,13,6,4,5,14,9,9,6,1,3,0,1,1.909,3.1,4.333,81,76,74,77,72,75,74,75,5,Everton,Man City,5,5,0.729693729931,1.1042543293,4,6,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,-0.374560599369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,1,0,2,2
PL_04_05,2004-09-11,0,3,A,0,0,D,M Halsey,9,12,7,7,16,10,9,4,2,2,0,0,7.0,3.6,1.533,78,76,77,78,92,91,89,90,5,Arsenal,Fulham,5,5,0.5809048807,2.1022000000000003,7,5,6,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,11,-1.5212951193000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14,-15,-12,-12,-12
PL_04_05,2004-09-11,2,1,H,1,1,D,G Poll,14,5,6,3,16,19,6,3,2,3,0,0,1.909,3.1,4.333,82,79,79,80,80,76,77,77,5,Birmingham,Middlesbrough,5,5,1.0553691192999999,0.5970369999999999,8,3,9,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1,0.45833211929999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,2,3,2
PL_04_05,2004-09-11,2,2,D,0,1,A,M Messias,12,12,7,7,22,15,4,7,2,1,0,0,3.75,3.5,1.909,74,79,73,76,91,90,85,88,5,Man United,Bolton,5,5,1.479226,0.912555718669,4,3,7,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0.566670281331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17,-11,-12,-12,3
PL_04_05,2004-09-11,3,0,H,2,0,H,D Gallagher,7,5,4,1,10,19,8,5,2,1,0,0,1.667,3.4,5.5,85,83,76,81,72,78,75,76,5,Blackburn,Newcastle,5,5,0.44889999999999997,0.57074821,9,8,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3,-4,-0.12184821000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,5,1,5,1
PL_04_05,2004-09-11,3,0,H,2,0,H,S Dunn,16,9,9,5,9,11,8,6,0,0,0,0,1.444,3.75,8.5,88,86,82,84,78,72,71,73,5,West Brom,Liverpool,5,4,0.8911,0.7408297807690001,3,5,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,0.15027021923099992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,14,11,11,1
PL_04_05,2004-09-11,3,1,H,1,1,D,P Dowd,16,6,7,3,14,21,8,7,0,2,0,0,1.8,3.5,4.333,78,73,75,75,69,68,72,69,5,Crystal Palace,Portsmouth,5,4,0.9561173292999999,0.300763,6,8,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-5,0.6553543292999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,5,3,6,5
PL_04_05,2004-09-12,0,0,D,0,0,D,H Webb,15,7,7,2,17,9,13,5,2,1,0,0,1.571,3.5,6.5,81,76,75,77,74,72,73,73,5,Norwich,Tottenham,5,5,1.369237,0.44889999999999997,2,9,4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,-4,0.9203370000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,4,2,4,6
